time,regions,n2o
2029,SEA,0.43
2029,CHI,0.36
2029,MAF,0.52
2029,SSA,0.9
2029,SIS,0.01
2030,USA,0.95
2030,CAN,0.13
2030,WEU,0.67
2030,JPK,0.11
2030,ANZ,0.1
2030,EEU,0.22
2030,FSU,0.17
2030,MDE,0.26
2030,CAM,0.21
2030,LAM,0.97
2030,SAS,1.46
2030,SEA,0.43
2030,CHI,0.36
2030,MAF,0.52
2030,SSA,0.9
2030,SIS,0.01
2031,USA,0.95
2031,CAN,0.13
2031,WEU,0.67
2031,JPK,0.11
2031,ANZ,0.1
2031,EEU,0.22
2031,FSU,0.17
2031,MDE,0.26
2031,CAM,0.21
2031,LAM,0.98
2031,SAS,1.48
2031,SEA,0.43
2031,CHI,0.36
2031,MAF,0.53
2031,SSA,0.92
2031,SIS,0.01
2032,USA,0.95
2032,CAN,0.13
2032,WEU,0.66
2032,JPK,0.11
2032,ANZ,0.1
2032,EEU,0.22
2032,FSU,0.18
2032,MDE,0.27
2032,CAM,0.21
2032,LAM,0.99
2032,SAS,1.48
2032,SEA,0.44
2032,CHI,0.36
2032,MAF,0.53
2032,SSA,0.93
2032,SIS,0.01
2033,USA,0.95
2033,CAN,0.13
2033,WEU,0.66
2033,JPK,0.11
2033,ANZ,0.1
2033,EEU,0.22
2033,FSU,0.18
2033,MDE,0.27
2033,CAM,0.21
2033,LAM,0.99
2033,SAS,1.49
2033,SEA,0.44
2033,CHI,0.37
2033,MAF,0.54
2033,SSA,0.94
2033,SIS,0.01
2034,USA,0.95
2034,CAN,0.13
2034,WEU,0.66
2034,JPK,0.11
2034,ANZ,0.1
2034,EEU,0.22
2034,FSU,0.18
2034,MDE,0.27
2034,CAM,0.21
2034,LAM,1.0
2034,SAS,1.5
2034,SEA,0.44
2034,CHI,0.37
2034,MAF,0.54
2034,SSA,0.96
2034,SIS,0.01
2035,USA,0.95
2035,CAN,0.13
2035,WEU,0.66
2035,JPK,0.11
2035,ANZ,0.1
2035,EEU,0.22
2035,FSU,0.19
2035,MDE,0.27
2035,CAM,0.21
2035,LAM,1.01
2035,SAS,1.49
2035,SEA,0.44
2035,CHI,0.37
2035,MAF,0.54
2035,SSA,0.97
2035,SIS,0.01
2036,USA,0.95
2036,CAN,0.13
2036,WEU,0.66
2036,JPK,0.11
2036,ANZ,0.1
2036,EEU,0.22
2036,FSU,0.19
2036,MDE,0.28
2036,CAM,0.21
2036,LAM,1.01
2036,SAS,1.51
2036,SEA,0.44
2036,CHI,0.37
2036,MAF,0.55
2036,SSA,0.98
2036,SIS,0.01
2037,USA,0.95
2037,CAN,0.14
2037,WEU,0.66
2037,JPK,0.11
2037,ANZ,0.1
2037,EEU,0.22
2037,FSU,0.19
2037,MDE,0.28
2037,CAM,0.21
2037,LAM,1.02
2037,SAS,1.52
2037,SEA,0.45
2037,CHI,0.37
2037,MAF,0.55
2037,SSA,1.0
2037,SIS,0.01
2038,USA,0.95
2038,CAN,0.14
2038,WEU,0.66
2038,JPK,0.11
2038,ANZ,0.1
2038,EEU,0.22
2038,FSU,0.19
2038,MDE,0.28
2038,CAM,0.22
2038,LAM,1.02
2038,SAS,1.53
2038,SEA,0.45
2038,CHI,0.37
2038,MAF,0.55
2038,SSA,1.01
2038,SIS,0.01
2039,USA,0.95
2039,CAN,0.14
2039,WEU,0.66
2039,JPK,0.11
2039,ANZ,0.11
2039,EEU,0.22
2039,FSU,0.19
2039,MDE,0.28
2039,CAM,0.22
2039,LAM,1.02
2039,SAS,1.53
2039,SEA,0.45
2039,CHI,0.37
2039,MAF,0.56
2039,SSA,1.02
2039,SIS,0.01
2040,USA,0.94
2040,CAN,0.14
2040,WEU,0.65
2040,JPK,0.11
2040,ANZ,0.11
2040,EEU,0.21
2040,FSU,0.19
2040,MDE,0.28
2040,CAM,0.22
2040,LAM,1.02
2040,SAS,1.54
2040,SEA,0.46
2040,CHI,0.36
2040,MAF,0.55
2040,SSA,1.02
2040,SIS,0.01
2041,USA,0.95
2041,CAN,0.14
2041,WEU,0.65
2041,JPK,0.11
2041,ANZ,0.11
2041,EEU,0.21
2041,FSU,0.19
2041,MDE,0.29
2041,CAM,0.22
2041,LAM,1.02
2041,SAS,1.55
2041,SEA,0.46
2041,CHI,0.37
2041,MAF,0.56
2041,SSA,1.04
2041,SIS,0.01
2042,USA,0.96
2042,CAN,0.14
2042,WEU,0.65
2042,JPK,0.11
2042,ANZ,0.11
2042,EEU,0.21
2042,FSU,0.2
2042,MDE,0.29
2042,CAM,0.22
2042,LAM,1.03
2042,SAS,1.56
2042,SEA,0.46
2042,CHI,0.37
2042,MAF,0.57
2042,SSA,1.05
2042,SIS,0.01
2043,USA,0.96
2043,CAN,0.14
2043,WEU,0.65
2043,JPK,0.11
2043,ANZ,0.11
2043,EEU,0.21
2043,FSU,0.2
2043,MDE,0.29
2043,CAM,0.22
2043,LAM,1.03
2043,SAS,1.56
2043,SEA,0.47
2043,CHI,0.37
2043,MAF,0.57
2043,SSA,1.06
2043,SIS,0.01
2044,USA,0.97
2044,CAN,0.14
2044,WEU,0.65
2044,JPK,0.11
2044,ANZ,0.11
2044,EEU,0.21
2044,FSU,0.2
2044,MDE,0.29
2044,CAM,0.22
2044,LAM,1.04
2044,SAS,1.57
2044,SEA,0.47
2044,CHI,0.37
2044,MAF,0.58
2044,SSA,1.07
2044,SIS,0.01
2045,USA,0.97
2045,CAN,0.14
2045,WEU,0.66
2045,JPK,0.11
2045,ANZ,0.11
2045,EEU,0.21
2045,FSU,0.2
2045,MDE,0.29
2045,CAM,0.22
2045,LAM,1.05
2045,SAS,1.57
2045,SEA,0.48
2045,CHI,0.37
2045,MAF,0.57
2045,SSA,1.09
2045,SIS,0.01
2046,USA,0.98
2046,CAN,0.14
2046,WEU,0.66
2046,JPK,0.12
2046,ANZ,0.11
2046,EEU,0.21
2046,FSU,0.2
2046,MDE,0.29
2046,CAM,0.22
2046,LAM,1.05
2046,SAS,1.58
2046,SEA,0.48
2046,CHI,0.37
2046,MAF,0.58
2046,SSA,1.1
2046,SIS,0.01
2047,USA,0.98
2047,CAN,0.14
2047,WEU,0.66
2047,JPK,0.12
2047,ANZ,0.11
2047,EEU,0.21
2047,FSU,0.21
2047,MDE,0.3
2047,CAM,0.22
2047,LAM,1.06
2047,SAS,1.59
2047,SEA,0.48
2047,CHI,0.37
2047,MAF,0.59
2047,SSA,1.1
2047,SIS,0.01
2048,USA,0.99
2048,CAN,0.14
2048,WEU,0.66
2048,JPK,0.12
2048,ANZ,0.11
2048,EEU,0.21
2048,FSU,0.21
2048,MDE,0.3
2048,CAM,0.22
2048,LAM,1.07
2048,SAS,1.61
2048,SEA,0.48
2048,CHI,0.37
2048,MAF,0.59
2048,SSA,1.11
2048,SIS,0.01
2049,USA,0.99
2049,CAN,0.15
2049,WEU,0.66
2049,JPK,0.12
2049,ANZ,0.11
2049,EEU,0.21
2049,FSU,0.21
2049,MDE,0.3
2049,CAM,0.22
2049,LAM,1.07
2049,SAS,1.62
2049,SEA,0.48
2049,CHI,0.37
2049,MAF,0.59
2049,SSA,1.12
2049,SIS,0.01
2050,USA,1.0
2050,CAN,0.15
2050,WEU,0.66
2050,JPK,0.12
2050,ANZ,0.11
2050,EEU,0.2
2050,FSU,0.21
2050,MDE,0.3
2050,CAM,0.22
2050,LAM,1.08
2050,SAS,1.63
2050,SEA,0.48
2050,CHI,0.37
2050,MAF,0.59
2050,SSA,1.11
2050,SIS,0.01
2051,USA,1.0
2051,CAN,0.15
2051,WEU,0.66
2051,JPK,0.12
2051,ANZ,0.11
2051,EEU,0.21
2051,FSU,0.21
2051,MDE,0.3
2051,CAM,0.23
2051,LAM,1.09
2051,SAS,1.64
2051,SEA,0.48
2051,CHI,0.37
2051,MAF,0.6
2051,SSA,1.13
2051,SIS,0.01
2052,USA,1.01
2052,CAN,0.15
2052,WEU,0.66
2052,JPK,0.12
2052,ANZ,0.12
2052,EEU,0.2
2052,FSU,0.22
2052,MDE,0.3
2052,CAM,0.23
2052,LAM,1.1
2052,SAS,1.65
2052,SEA,0.48
2052,CHI,0.37
2052,MAF,0.6
2052,SSA,1.14
2052,SIS,0.01
2053,USA,1.01
2053,CAN,0.15
2053,WEU,0.66
2053,JPK,0.12
2053,ANZ,0.12
2053,EEU,0.2
2053,FSU,0.22
2053,MDE,0.3
2053,CAM,0.23
2053,LAM,1.11
2053,SAS,1.66
2053,SEA,0.49
2053,CHI,0.37
2053,MAF,0.61
2053,SSA,1.15
2053,SIS,0.01
2054,USA,1.02
2054,CAN,0.15
2054,WEU,0.67
2054,JPK,0.12
2054,ANZ,0.12
2054,EEU,0.2
2054,FSU,0.22
2054,MDE,0.3
2054,CAM,0.23
2054,LAM,1.13
2054,SAS,1.67
2054,SEA,0.49
2054,CHI,0.37
2054,MAF,0.61
2054,SSA,1.16
2054,SIS,0.01
2055,USA,1.03
2055,CAN,0.15
2055,WEU,0.67
2055,JPK,0.12
2055,ANZ,0.12
2055,EEU,0.2
2055,FSU,0.22
2055,MDE,0.3
2055,CAM,0.23
2055,LAM,1.15
2055,SAS,1.67
2055,SEA,0.48
2055,CHI,0.37
2055,MAF,0.61
2055,SSA,1.16
2055,SIS,0.01
2056,USA,1.03
2056,CAN,0.15
2056,WEU,0.67
2056,JPK,0.12
2056,ANZ,0.12
2056,EEU,0.2
2056,FSU,0.22
2056,MDE,0.31
2056,CAM,0.23
2056,LAM,1.16
2056,SAS,1.68
2056,SEA,0.49
2056,CHI,0.37
2056,MAF,0.62
2056,SSA,1.18
2056,SIS,0.01
2057,USA,1.04
2057,CAN,0.15
2057,WEU,0.67
2057,JPK,0.12
2057,ANZ,0.12
2057,EEU,0.2
2057,FSU,0.23
2057,MDE,0.31
2057,CAM,0.23
2057,LAM,1.16
2057,SAS,1.69
2057,SEA,0.49
2057,CHI,0.38
2057,MAF,0.62
2057,SSA,1.19
2057,SIS,0.01
2058,USA,1.04
2058,CAN,0.16
2058,WEU,0.67
2058,JPK,0.12
2058,ANZ,0.12
2058,EEU,0.2
2058,FSU,0.23
2058,MDE,0.31
2058,CAM,0.23
2058,LAM,1.17
2058,SAS,1.7
2058,SEA,0.49
2058,CHI,0.38
2058,MAF,0.62
2058,SSA,1.2
2058,SIS,0.01
2059,USA,1.05
2059,CAN,0.16
2059,WEU,0.67
2059,JPK,0.12
2059,ANZ,0.12
2059,EEU,0.2
2059,FSU,0.23
2059,MDE,0.31
2059,CAM,0.23
2059,LAM,1.17
2059,SAS,1.71
2059,SEA,0.5
2059,CHI,0.38
2059,MAF,0.63
2059,SSA,1.21
2059,SIS,0.01
2060,USA,1.05
2060,CAN,0.16
2060,WEU,0.68
2060,JPK,0.12
2060,ANZ,0.12
2060,EEU,0.2
2060,FSU,0.23
2060,MDE,0.31
2060,CAM,0.23
2060,LAM,1.17
2060,SAS,1.71
2060,SEA,0.5
2060,CHI,0.39
2060,MAF,0.63
2060,SSA,1.21
2060,SIS,0.01
2061,USA,1.06
2061,CAN,0.16
2061,WEU,0.68
2061,JPK,0.12
2061,ANZ,0.12
2061,EEU,0.2
2061,FSU,0.23
2061,MDE,0.31
2061,CAM,0.23
2061,LAM,1.18
2061,SAS,1.73
2061,SEA,0.5
2061,CHI,0.39
2061,MAF,0.64
2061,SSA,1.23
2061,SIS,0.01
2062,USA,1.07
2062,CAN,0.16
2062,WEU,0.68
2062,JPK,0.12
2062,ANZ,0.12
2062,EEU,0.2
2062,FSU,0.24
2062,MDE,0.32
2062,CAM,0.23
2062,LAM,1.18
2062,SAS,1.73
2062,SEA,0.5
2062,CHI,0.39
2062,MAF,0.64
2062,SSA,1.23
2062,SIS,0.01
2063,USA,1.08
2063,CAN,0.16
2063,WEU,0.68
2063,JPK,0.12
2063,ANZ,0.12
2063,EEU,0.2
2063,FSU,0.24
2063,MDE,0.32
2063,CAM,0.23
2063,LAM,1.19
2063,SAS,1.73
2063,SEA,0.51
2063,CHI,0.39
2063,MAF,0.65
2063,SSA,1.24
2063,SIS,0.01
2064,USA,1.08
2064,CAN,0.16
2064,WEU,0.69
2064,JPK,0.12
2064,ANZ,0.12
2064,EEU,0.2
2064,FSU,0.24
2064,MDE,0.32
2064,CAM,0.24
2064,LAM,1.19
2064,SAS,1.73
2064,SEA,0.51
2064,CHI,0.39
2064,MAF,0.65
2064,SSA,1.25
2064,SIS,0.01
2065,USA,1.09
2065,CAN,0.16
2065,WEU,0.69
2065,JPK,0.12
2065,ANZ,0.12
2065,EEU,0.2
2065,FSU,0.24
2065,MDE,0.32
2065,CAM,0.23
2065,LAM,1.2
2065,SAS,1.72
2065,SEA,0.51
2065,CHI,0.38
2065,MAF,0.65
2065,SSA,1.24
2065,SIS,0.01
2066,USA,1.1
2066,CAN,0.17
2066,WEU,0.69
2066,JPK,0.12
2066,ANZ,0.12
2066,EEU,0.2
2066,FSU,0.24
2066,MDE,0.32
2066,CAM,0.24
2066,LAM,1.21
2066,SAS,1.73
2066,SEA,0.52
2066,CHI,0.38
2066,MAF,0.66
2066,SSA,1.26
2066,SIS,0.01
2067,USA,1.11
2067,CAN,0.17
2067,WEU,0.69
2067,JPK,0.12
2067,ANZ,0.12
2067,EEU,0.2
2067,FSU,0.24
2067,MDE,0.32
2067,CAM,0.24
2067,LAM,1.21
2067,SAS,1.73
2067,SEA,0.52
2067,CHI,0.38
2067,MAF,0.66
2067,SSA,1.26
2067,SIS,0.01
2068,USA,1.12
2068,CAN,0.17
2068,WEU,0.7
2068,JPK,0.12
2068,ANZ,0.12
2068,EEU,0.2
2068,FSU,0.25
2068,MDE,0.32
2068,CAM,0.24
2068,LAM,1.22
2068,SAS,1.74
2068,SEA,0.53
2068,CHI,0.38
2068,MAF,0.67
2068,SSA,1.27
2068,SIS,0.01
2069,USA,1.12
2069,CAN,0.17
2069,WEU,0.7
2069,JPK,0.12
2069,ANZ,0.12
2069,EEU,0.2
2069,FSU,0.25
2069,MDE,0.32
2069,CAM,0.24
2069,LAM,1.23
2069,SAS,1.74
2069,SEA,0.54
2069,CHI,0.39
2069,MAF,0.67
2069,SSA,1.28
2069,SIS,0.01
2070,USA,1.13
2070,CAN,0.17
2070,WEU,0.71
2070,JPK,0.12
2070,ANZ,0.12
2070,EEU,0.2
2070,FSU,0.25
2070,MDE,0.32
2070,CAM,0.24
2070,LAM,1.24
2070,SAS,1.74
2070,SEA,0.55
2070,CHI,0.38
2070,MAF,0.66
2070,SSA,1.27
2070,SIS,0.01
2071,USA,1.14
2071,CAN,0.17
2071,WEU,0.71
2071,JPK,0.12
2071,ANZ,0.12
2071,EEU,0.2
2071,FSU,0.25
2071,MDE,0.33
2071,CAM,0.24
2071,LAM,1.25
2071,SAS,1.75
2071,SEA,0.55
2071,CHI,0.39
2071,MAF,0.67
2071,SSA,1.29
2071,SIS,0.01
2072,USA,1.15
2072,CAN,0.17
2072,WEU,0.71
2072,JPK,0.12
2072,ANZ,0.12
2072,EEU,0.2
2072,FSU,0.25
2072,MDE,0.33
2072,CAM,0.24
2072,LAM,1.25
2072,SAS,1.76
2072,SEA,0.56
2072,CHI,0.39
2072,MAF,0.67
2072,SSA,1.29
2072,SIS,0.01
2073,USA,1.15
2073,CAN,0.17
2073,WEU,0.71
2073,JPK,0.12
2073,ANZ,0.12
2073,EEU,0.2
2073,FSU,0.25
2073,MDE,0.33
2073,CAM,0.24
2073,LAM,1.26
2073,SAS,1.76
2073,SEA,0.56
2073,CHI,0.39
2073,MAF,0.68
2073,SSA,1.29
2073,SIS,0.01
2074,USA,1.16
2074,CAN,0.18
2074,WEU,0.72
2074,JPK,0.12
2074,ANZ,0.12
2074,EEU,0.2
2074,FSU,0.26
2074,MDE,0.33
2074,CAM,0.25
2074,LAM,1.26
2074,SAS,1.77
2074,SEA,0.56
2074,CHI,0.39
2074,MAF,0.68
2074,SSA,1.29
2074,SIS,0.01
2075,USA,1.17
2075,CAN,0.18
2075,WEU,0.73
2075,JPK,0.12
2075,ANZ,0.12
2075,EEU,0.2
2075,FSU,0.26
2075,MDE,0.33
2075,CAM,0.25
2075,LAM,1.27
2075,SAS,1.76
2075,SEA,0.56
2075,CHI,0.39
2075,MAF,0.67
2075,SSA,1.28
2075,SIS,0.01
2076,USA,1.18
2076,CAN,0.18
2076,WEU,0.73
2076,JPK,0.12
2076,ANZ,0.12
2076,EEU,0.2
2076,FSU,0.26
2076,MDE,0.33
2076,CAM,0.25
2076,LAM,1.27
2076,SAS,1.77
2076,SEA,0.57
2076,CHI,0.39
2076,MAF,0.68
2076,SSA,1.3
2076,SIS,0.01
2077,USA,1.19
2077,CAN,0.18
2077,WEU,0.73
2077,JPK,0.13
2077,ANZ,0.12
2077,EEU,0.2
2077,FSU,0.26
2077,MDE,0.33
2077,CAM,0.25
2077,LAM,1.28
2077,SAS,1.78
2077,SEA,0.57
2077,CHI,0.39
2077,MAF,0.68
2077,SSA,1.3
2077,SIS,0.01
2078,USA,1.2
2078,CAN,0.18
2078,WEU,0.73
2078,JPK,0.13
2078,ANZ,0.13
2078,EEU,0.2
2078,FSU,0.27
2078,MDE,0.33
2078,CAM,0.25
2078,LAM,1.29
2078,SAS,1.78
2078,SEA,0.57
2078,CHI,0.39
2078,MAF,0.68
2078,SSA,1.31
2078,SIS,0.01
2079,USA,1.21
2079,CAN,0.18
2079,WEU,0.74
2079,JPK,0.13
2079,ANZ,0.13
2079,EEU,0.2
2079,FSU,0.27
2079,MDE,0.34
2079,CAM,0.25
2079,LAM,1.29
2079,SAS,1.78
2079,SEA,0.57
2079,CHI,0.39
2079,MAF,0.68
2079,SSA,1.31
2079,SIS,0.01
2080,USA,1.22
2080,CAN,0.19
2080,WEU,0.74
2080,JPK,0.12
2080,ANZ,0.13
2080,EEU,0.2
2080,FSU,0.27
2080,MDE,0.33
2080,CAM,0.24
2080,LAM,1.3
2080,SAS,1.77
2080,SEA,0.56
2080,CHI,0.4
2080,MAF,0.67
2080,SSA,1.3
2080,SIS,0.01
2081,USA,1.23
2081,CAN,0.19
2081,WEU,0.74
2081,JPK,0.13
2081,ANZ,0.13
2081,EEU,0.2
2081,FSU,0.27
2081,MDE,0.34
2081,CAM,0.25
2081,LAM,1.3
2081,SAS,1.79
2081,SEA,0.57
2081,CHI,0.4
2081,MAF,0.69
2081,SSA,1.32
2081,SIS,0.01
2082,USA,1.24
2082,CAN,0.19
2082,WEU,0.75
2082,JPK,0.13
2082,ANZ,0.13
2082,EEU,0.2
2082,FSU,0.27
2082,MDE,0.34
2082,CAM,0.25
2082,LAM,1.32
2082,SAS,1.79
2082,SEA,0.57
2082,CHI,0.4
2082,MAF,0.69
2082,SSA,1.32
2082,SIS,0.01
2083,USA,1.25
2083,CAN,0.19
2083,WEU,0.75
2083,JPK,0.13
2083,ANZ,0.13
2083,EEU,0.2
2083,FSU,0.28
2083,MDE,0.34
2083,CAM,0.25
2083,LAM,1.33
2083,SAS,1.8
2083,SEA,0.57
2083,CHI,0.4
2083,MAF,0.69
2083,SSA,1.32
2083,SIS,0.01
2084,USA,1.26
2084,CAN,0.19
2084,WEU,0.76
2084,JPK,0.13
2084,ANZ,0.13
2084,EEU,0.2
2084,FSU,0.28
2084,MDE,0.34
2084,CAM,0.25
2084,LAM,1.35
2084,SAS,1.81
2084,SEA,0.58
2084,CHI,0.4
2084,MAF,0.69
2084,SSA,1.32
2084,SIS,0.01
2085,USA,1.28
2085,CAN,0.19
2085,WEU,0.77
2085,JPK,0.13
2085,ANZ,0.13
2085,EEU,0.2
2085,FSU,0.28
2085,MDE,0.34
2085,CAM,0.25
2085,LAM,1.37
2085,SAS,1.81
2085,SEA,0.58
2085,CHI,0.4
2085,MAF,0.68
2085,SSA,1.32
2085,SIS,0.01
2086,USA,1.28
2086,CAN,0.19
2086,WEU,0.77
2086,JPK,0.13
2086,ANZ,0.13
2086,EEU,0.2
2086,FSU,0.28
2086,MDE,0.34
2086,CAM,0.25
2086,LAM,1.38
2086,SAS,1.82
2086,SEA,0.58
2086,CHI,0.4
2086,MAF,0.69
2086,SSA,1.33
2086,SIS,0.01
2087,USA,1.29
2087,CAN,0.2
2087,WEU,0.77
2087,JPK,0.13
2087,ANZ,0.13
2087,EEU,0.2
2087,FSU,0.29
2087,MDE,0.34
2087,CAM,0.25
2087,LAM,1.39
2087,SAS,1.82
2087,SEA,0.58
2087,CHI,0.4
2087,MAF,0.69
2087,SSA,1.33
2087,SIS,0.01
2088,USA,1.3
2088,CAN,0.2
2088,WEU,0.77
2088,JPK,0.13
2088,ANZ,0.13
2088,EEU,0.2
2088,FSU,0.29
2088,MDE,0.34
2088,CAM,0.25
2088,LAM,1.41
2088,SAS,1.82
2088,SEA,0.58
2088,CHI,0.4
2088,MAF,0.69
2088,SSA,1.33
2088,SIS,0.01
2089,USA,1.32
2089,CAN,0.2
2089,WEU,0.78
2089,JPK,0.13
2089,ANZ,0.13
2089,EEU,0.2
2089,FSU,0.29
2089,MDE,0.34
2089,CAM,0.26
2089,LAM,1.42
2089,SAS,1.82
2089,SEA,0.58
2089,CHI,0.4
2089,MAF,0.7
2089,SSA,1.33
2089,SIS,0.01
2090,USA,1.33
2090,CAN,0.2
2090,WEU,0.79
2090,JPK,0.13
2090,ANZ,0.13
2090,EEU,0.2
2090,FSU,0.3
2090,MDE,0.34
2090,CAM,0.26
2090,LAM,1.44
2090,SAS,1.81
2090,SEA,0.58
2090,CHI,0.41
2090,MAF,0.69
2090,SSA,1.31
2090,SIS,0.01
2091,USA,1.34
2091,CAN,0.2
2091,WEU,0.79
2091,JPK,0.13
2091,ANZ,0.13
2091,EEU,0.2
2091,FSU,0.3
2091,MDE,0.35
2091,CAM,0.26
2091,LAM,1.45
2091,SAS,1.82
2091,SEA,0.58
2091,CHI,0.41
2091,MAF,0.7
2091,SSA,1.32
2091,SIS,0.01
2092,USA,1.35
2092,CAN,0.2
2092,WEU,0.79
2092,JPK,0.13
2092,ANZ,0.13
2092,EEU,0.2
2092,FSU,0.3
2092,MDE,0.35
2092,CAM,0.26
2092,LAM,1.46
2092,SAS,1.83
2092,SEA,0.59
2092,CHI,0.41
2092,MAF,0.7
2092,SSA,1.32
2092,SIS,0.01
2093,USA,1.36
2093,CAN,0.21
2093,WEU,0.8
2093,JPK,0.13
2093,ANZ,0.13
2093,EEU,0.2
2093,FSU,0.3
2093,MDE,0.35
2093,CAM,0.26
2093,LAM,1.46
2093,SAS,1.83
2093,SEA,0.59
2093,CHI,0.41
2093,MAF,0.71
2093,SSA,1.33
2093,SIS,0.01
2094,USA,1.37
2094,CAN,0.21
2094,WEU,0.8
2094,JPK,0.13
2094,ANZ,0.13
2094,EEU,0.2
2094,FSU,0.3
2094,MDE,0.35
2094,CAM,0.26
2094,LAM,1.47
2094,SAS,1.83
2094,SEA,0.6
2094,CHI,0.41
2094,MAF,0.72
2094,SSA,1.33
2094,SIS,0.01
2095,USA,1.39
2095,CAN,0.21
2095,WEU,0.81
2095,JPK,0.13
2095,ANZ,0.13
2095,EEU,0.2
2095,FSU,0.31
2095,MDE,0.34
2095,CAM,0.26
2095,LAM,1.48
2095,SAS,1.82
2095,SEA,0.6
2095,CHI,0.41
2095,MAF,0.72
2095,SSA,1.31
2095,SIS,0.01
2096,USA,1.39
2096,CAN,0.21
2096,WEU,0.81
2096,JPK,0.13
2096,ANZ,0.13
2096,EEU,0.2
2096,FSU,0.31
2096,MDE,0.35
2096,CAM,0.26
2096,LAM,1.49
2096,SAS,1.83
2096,SEA,0.61
2096,CHI,0.41
2096,MAF,0.73
2096,SSA,1.33
2096,SIS,0.01
2097,USA,1.41
2097,CAN,0.21
2097,WEU,0.82
2097,JPK,0.13
2097,ANZ,0.13
2097,EEU,0.2
2097,FSU,0.31
2097,MDE,0.35
2097,CAM,0.26
2097,LAM,1.5
2097,SAS,1.83
2097,SEA,0.61
2097,CHI,0.41
2097,MAF,0.73
2097,SSA,1.33
2097,SIS,0.01
2098,USA,1.42
2098,CAN,0.21
2098,WEU,0.82
2098,JPK,0.13
2098,ANZ,0.13
2098,EEU,0.2
2098,FSU,0.31
2098,MDE,0.35
2098,CAM,0.26
2098,LAM,1.51
2098,SAS,1.84
2098,SEA,0.61
2098,CHI,0.42
2098,MAF,0.73
2098,SSA,1.33
2098,SIS,0.01
2099,USA,1.43
2099,CAN,0.22
2099,WEU,0.83
2099,JPK,0.13
2099,ANZ,0.13
2099,EEU,0.2
2099,FSU,0.31
2099,MDE,0.35
2099,CAM,0.26
2099,LAM,1.52
2099,SAS,1.84
2099,SEA,0.61
2099,CHI,0.42
2099,MAF,0.74
2099,SSA,1.33
2099,SIS,0.01
2100,USA,1.45
2100,CAN,0.22
2100,WEU,0.84
2100,JPK,0.13
2100,ANZ,0.13
2100,EEU,0.2
2100,FSU,0.32
2100,MDE,0.34
2100,CAM,0.26
2100,LAM,1.53
2100,SAS,1.83
2100,SEA,0.61
2100,CHI,0.42
2100,MAF,0.73
2100,SSA,1.31
2100,SIS,0.01
2101,USA,1.45
2101,CAN,0.22
2101,WEU,0.84
2101,JPK,0.13
2101,ANZ,0.13
2101,EEU,0.2
2101,FSU,0.32
2101,MDE,0.34
2101,CAM,0.26
2101,LAM,1.53
2101,SAS,1.83
2101,SEA,0.61
2101,CHI,0.42
2101,MAF,0.73
2101,SSA,1.31
2101,SIS,0.01
2102,USA,1.45
2102,CAN,0.22
2102,WEU,0.84
2102,JPK,0.13
2102,ANZ,0.13
2102,EEU,0.2
2102,FSU,0.32
2102,MDE,0.34
2102,CAM,0.26
2102,LAM,1.53
2102,SAS,1.83
2102,SEA,0.61
2102,CHI,0.42
2102,MAF,0.73
2102,SSA,1.31
2102,SIS,0.01
2103,USA,1.45
2103,CAN,0.22
2103,WEU,0.84
2103,JPK,0.13
2103,ANZ,0.13
2103,EEU,0.2
2103,FSU,0.32
2103,MDE,0.34
2103,CAM,0.26
2103,LAM,1.54
2103,SAS,1.83
2103,SEA,0.61
2103,CHI,0.42
2103,MAF,0.73
2103,SSA,1.31
2103,SIS,0.01
2104,USA,1.45
2104,CAN,0.22
2104,WEU,0.84
2104,JPK,0.13
2104,ANZ,0.13
2104,EEU,0.2
2104,FSU,0.32
2104,MDE,0.34
2104,CAM,0.26
2104,LAM,1.54
2104,SAS,1.83
2104,SEA,0.61
2104,CHI,0.42
2104,MAF,0.73
2104,SSA,1.31
2104,SIS,0.01
2105,USA,1.45
2105,CAN,0.22
2105,WEU,0.84
2105,JPK,0.13
2105,ANZ,0.13
2105,EEU,0.2
2105,FSU,0.32
2105,MDE,0.34
2105,CAM,0.26
2105,LAM,1.54
2105,SAS,1.83
2105,SEA,0.61
2105,CHI,0.42
2105,MAF,0.73
2105,SSA,1.31
2105,SIS,0.01
2106,USA,1.46
2106,CAN,0.22
2106,WEU,0.84
2106,JPK,0.13
2106,ANZ,0.13
2106,EEU,0.2
2106,FSU,0.32
2106,MDE,0.34
2106,CAM,0.26
2106,LAM,1.54
2106,SAS,1.84
2106,SEA,0.61
2106,CHI,0.42
2106,MAF,0.73
2106,SSA,1.31
2106,SIS,0.01
2107,USA,1.46
2107,CAN,0.22
2107,WEU,0.84
2107,JPK,0.13
2107,ANZ,0.13
2107,EEU,0.2
2107,FSU,0.32
2107,MDE,0.34
2107,CAM,0.26
2107,LAM,1.54
2107,SAS,1.84
2107,SEA,0.61
2107,CHI,0.42
2107,MAF,0.74
2107,SSA,1.31
2107,SIS,0.01
2108,USA,1.46
2108,CAN,0.22
2108,WEU,0.84
2108,JPK,0.13
2108,ANZ,0.13
2108,EEU,0.2
2108,FSU,0.32
2108,MDE,0.34
2108,CAM,0.26
2108,LAM,1.54
2108,SAS,1.84
2108,SEA,0.61
2108,CHI,0.42
2108,MAF,0.74
2108,SSA,1.31
2108,SIS,0.01
2109,USA,1.46
2109,CAN,0.22
2109,WEU,0.84
