timestamp,country,admin1,admin2,admin3,lat,lng,feature,value,AgeGroupVacc
1632009600000,,,,,,,7-day_avg_group_cases_per_100k,53.369053,12 - 17 Years
1632009600000,,,,,,,7-day_avg_group_cases_per_100k,46.468082,18 - 24 Years
1632009600000,,,,,,,7-day_avg_group_cases_per_100k,46.044838,25 - 49 Years
1632009600000,,,,,,,7-day_avg_group_cases_per_100k,33.33683,50 - 64 Years
1632009600000,,,,,,,7-day_avg_group_cases_per_100k,25.48441,65+ Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,17.65481,<2 Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,40.553226,2 - 4 Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,49.43385,5 - 11 Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,55.116478,12 - 17 Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,48.092876,18 - 24 Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,46.775543,25 - 49 Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,33.66851,50 - 64 Years
1631923200000,,,,,,,7-day_avg_group_cases_per_100k,25.59355,65+ Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,17.534676,<2 Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,39.849777,2 - 4 Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,48.95324,5 - 11 Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,55.049667,12 - 17 Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,47.281662,18 - 24 Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,45.707527,25 - 49 Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,32.685493,50 - 64 Years
1631836800000,,,,,,,7-day_avg_group_cases_per_100k,24.904612,65+ Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,17.791046,<2 Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,40.25124,2 - 4 Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,49.56191,5 - 11 Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,56.27458,12 - 17 Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,48.087677,18 - 24 Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,46.13545,25 - 49 Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,32.808086,50 - 64 Years
1631750400000,,,,,,,7-day_avg_group_cases_per_100k,24.967241,65+ Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,18.583685,<2 Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,41.67413,2 - 4 Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,52.164326,5 - 11 Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,60.096645,12 - 17 Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,50.666927,18 - 24 Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,48.030205,25 - 49 Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,33.95547,50 - 64 Years
1631664000000,,,,,,,7-day_avg_group_cases_per_100k,25.688156,65+ Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,18.666664,<2 Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,42.095135,2 - 4 Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,53.605648,5 - 11 Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,62.07021,12 - 17 Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,51.602943,18 - 24 Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,48.550194,25 - 49 Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,34.021763,50 - 64 Years
1631577600000,,,,,,,7-day_avg_group_cases_per_100k,25.629227,65+ Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,18.71249,<2 Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,42.365147,2 - 4 Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,54.664795,5 - 11 Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,63.86846,12 - 17 Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,51.634617,18 - 24 Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,48.339737,25 - 49 Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,33.799507,50 - 64 Years
1631491200000,,,,,,,7-day_avg_group_cases_per_100k,25.354126,65+ Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,17.492567,<2 Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,39.10369,2 - 4 Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,51.174484,5 - 11 Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,60.490105,12 - 17 Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,48.401573,18 - 24 Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,45.142433,25 - 49 Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,31.34264,50 - 64 Years
1631404800000,,,,,,,7-day_avg_group_cases_per_100k,23.58725,65+ Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,17.358809,<2 Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,38.551235,2 - 4 Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,50.679813,5 - 11 Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,59.678062,12 - 17 Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,47.148823,18 - 24 Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,44.492416,25 - 49 Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,30.95034,50 - 64 Years
1631318400000,,,,,,,7-day_avg_group_cases_per_100k,23.335669,65+ Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,17.620132,<2 Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,39.171196,2 - 4 Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,51.391438,5 - 11 Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,60.67969,12 - 17 Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,47.822945,18 - 24 Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,44.915577,25 - 49 Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,31.163744,50 - 64 Years
1631232000000,,,,,,,7-day_avg_group_cases_per_100k,23.501364,65+ Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,17.693205,<2 Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,39.069942,2 - 4 Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,51.98102,5 - 11 Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,61.233616,12 - 17 Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,48.033314,18 - 24 Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,44.91227,25 - 49 Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,31.168964,50 - 64 Years
1631145600000,,,,,,,7-day_avg_group_cases_per_100k,23.500834,65+ Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,17.413303,<2 Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,38.567223,2 - 4 Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,51.51096,5 - 11 Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,60.02812,12 - 17 Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,47.073185,18 - 24 Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,44.1936,25 - 49 Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,30.61366,50 - 64 Years
1631059200000,,,,,,,7-day_avg_group_cases_per_100k,23.079067,65+ Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,17.508667,<2 Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,38.49972,2 - 4 Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,51.730927,5 - 11 Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,60.411297,12 - 17 Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,46.893547,18 - 24 Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,44.086323,25 - 49 Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,30.5367,50 - 64 Years
1630972800000,,,,,,,7-day_avg_group_cases_per_100k,23.068762,65+ Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,17.18542,<2 Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,38.204838,2 - 4 Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,51.37888,5 - 11 Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,59.944744,12 - 17 Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,46.618885,18 - 24 Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,43.36752,25 - 49 Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,29.938261,50 - 64 Years
1630886400000,,,,,,,7-day_avg_group_cases_per_100k,22.697733,65+ Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,18.090763,<2 Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,40.904953,2 - 4 Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,54.67132,5 - 11 Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,63.64632,12 - 17 Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,49.2213,18 - 24 Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,45.709114,25 - 49 Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,31.658205,50 - 64 Years
1630800000000,,,,,,,7-day_avg_group_cases_per_100k,23.92128,65+ Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,17.875263,<2 Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,40.322296,2 - 4 Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,54.129448,5 - 11 Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,62.921654,12 - 17 Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,48.816635,18 - 24 Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,45.185158,25 - 49 Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,31.25864,50 - 64 Years
1630713600000,,,,,,,7-day_avg_group_cases_per_100k,23.639574,65+ Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,18.013975,<2 Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,41.007984,2 - 4 Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,54.92996,5 - 11 Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,63.838768,12 - 17 Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,49.341373,18 - 24 Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,45.619827,25 - 49 Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,31.530844,50 - 64 Years
1630627200000,,,,,,,7-day_avg_group_cases_per_100k,23.743958,65+ Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,18.534145,<2 Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,42.661804,2 - 4 Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,55.904232,5 - 11 Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,64.9449,12 - 17 Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,50.670708,18 - 24 Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,46.725807,25 - 49 Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,32.11566,50 - 64 Years
1630540800000,,,,,,,7-day_avg_group_cases_per_100k,24.05077,65+ Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,18.82767,<2 Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,43.438087,2 - 4 Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,56.040833,5 - 11 Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,65.44457,12 - 17 Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,51.524944,18 - 24 Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,47.61697,25 - 49 Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,32.774033,50 - 64 Years
1630454400000,,,,,,,7-day_avg_group_cases_per_100k,24.370003,65+ Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,19.268576,<2 Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,44.45063,2 - 4 Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,56.436565,5 - 11 Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,65.661575,12 - 17 Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,52.99137,18 - 24 Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,49.12111,25 - 49 Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,33.689625,50 - 64 Years
1630368000000,,,,,,,7-day_avg_group_cases_per_100k,24.796263,65+ Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,19.94975,<2 Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,45.624825,2 - 4 Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,57.096962,5 - 11 Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,66.33827,12 - 17 Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,54.400124,18 - 24 Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,50.72009,25 - 49 Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,34.723045,50 - 64 Years
1630281600000,,,,,,,7-day_avg_group_cases_per_100k,25.418343,65+ Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,20.259375,<2 Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,46.383343,2 - 4 Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,57.48416,5 - 11 Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,66.85908,12 - 17 Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,55.225048,18 - 24 Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,51.731228,25 - 49 Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,35.2284,50 - 64 Years
1630195200000,,,,,,,7-day_avg_group_cases_per_100k,25.803112,65+ Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,20.474874,<2 Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,46.928696,2 - 4 Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,57.685043,5 - 11 Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,67.03382,12 - 17 Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,55.686913,18 - 24 Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,52.193672,25 - 49 Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,35.5199,50 - 64 Years
1630108800000,,,,,,,7-day_avg_group_cases_per_100k,25.934717,65+ Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,20.3535,<2 Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,46.473938,2 - 4 Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,56.953335,5 - 11 Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,65.901985,12 - 17 Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,55.327633,18 - 24 Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,51.863243,25 - 49 Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,35.38573,50 - 64 Years
1630022400000,,,,,,,7-day_avg_group_cases_per_100k,25.853586,65+ Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,19.876678,<2 Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,45.18428,2 - 4 Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,55.63756,5 - 11 Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,64.11744,12 - 17 Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,53.893353,18 - 24 Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,50.931736,25 - 49 Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,34.829746,50 - 64 Years
1629936000000,,,,,,,7-day_avg_group_cases_per_100k,25.567652,65+ Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,19.626501,<2 Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,44.23036,2 - 4 Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,54.399128,5 - 11 Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,62.26323,12 - 17 Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,52.859478,18 - 24 Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,50.1001,25 - 49 Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,34.217686,50 - 64 Years
1629849600000,,,,,,,7-day_avg_group_cases_per_100k,25.140072,65+ Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,19.092709,<2 Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,43.02419,2 - 4 Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,51.898663,5 - 11 Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,59.455353,12 - 17 Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,50.86075,18 - 24 Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,48.38114,25 - 49 Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,33.00242,50 - 64 Years
1629763200000,,,,,,,7-day_avg_group_cases_per_100k,24.515877,65+ Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,18.462313,<2 Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,41.594193,2 - 4 Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,49.659336,5 - 11 Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,56.64348,12 - 17 Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,49.234062,18 - 24 Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,47.274235,25 - 49 Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,32.244385,50 - 64 Years
1629676800000,,,,,,,7-day_avg_group_cases_per_100k,23.963299,65+ Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,18.426395,<2 Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,41.03463,2 - 4 Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,48.18738,5 - 11 Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,54.459766,12 - 17 Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,49.26621,18 - 24 Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,47.463394,25 - 49 Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,32.346092,50 - 64 Years
1629590400000,,,,,,,7-day_avg_group_cases_per_100k,23.95907,65+ Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,18.311216,<2 Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,40.677574,2 - 4 Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,47.426544,5 - 11 Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,53.53009,12 - 17 Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,49.187737,18 - 24 Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,47.58337,25 - 49 Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,32.31181,50 - 64 Years
1629504000000,,,,,,,7-day_avg_group_cases_per_100k,23.96409,65+ Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,18.194796,<2 Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,40.134,2 - 4 Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,46.40456,5 - 11 Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,52.42053,12 - 17 Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,49.11777,18 - 24 Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,47.62358,25 - 49 Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,32.252556,50 - 64 Years
1629417600000,,,,,,,7-day_avg_group_cases_per_100k,23.893532,65+ Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,18.229475,<2 Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,40.02564,2 - 4 Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,45.131977,5 - 11 Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,51.204754,12 - 17 Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,49.88455,18 - 24 Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,48.37638,25 - 49 Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,32.68731,50 - 64 Years
1629331200000,,,,,,,7-day_avg_group_cases_per_100k,24.016945,65+ Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,17.96072,<2 Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,39.38969,2 - 4 Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,43.417458,5 - 11 Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,49.41393,12 - 17 Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,49.85524,18 - 24 Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,48.496487,25 - 49 Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,32.721817,50 - 64 Years
1629244800000,,,,,,,7-day_avg_group_cases_per_100k,23.934757,65+ Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,17.553253,<2 Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,38.059174,2 - 4 Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,41.691383,5 - 11 Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,47.44607,12 - 17 Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,49.558834,18 - 24 Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,48.056,25 - 49 Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,32.4537,50 - 64 Years
1629158400000,,,,,,,7-day_avg_group_cases_per_100k,23.533339,65+ Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,17.32537,<2 Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,37.186966,2 - 4 Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,39.88044,5 - 11 Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,45.497063,12 - 17 Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,49.474686,18 - 24 Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,47.890522,25 - 49 Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,32.18831,50 - 64 Years
1629072000000,,,,,,,7-day_avg_group_cases_per_100k,23.287573,65+ Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,17.01946,<2 Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,36.090935,2 - 4 Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,37.92637,5 - 11 Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,43.56176,12 - 17 Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,49.56876,18 - 24 Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,47.97716,25 - 49 Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,32.100903,50 - 64 Years
1628985600000,,,,,,,7-day_avg_group_cases_per_100k,22.997938,65+ Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,17.00336,<2 Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,35.824474,2 - 4 Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,37.232826,5 - 11 Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,42.92789,12 - 17 Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,49.918587,18 - 24 Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,48.076637,25 - 49 Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,32.121563,50 - 64 Years
1628899200000,,,,,,,7-day_avg_group_cases_per_100k,22.973625,65+ Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,16.677635,<2 Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,34.98069,2 - 4 Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,36.003937,5 - 11 Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,41.627598,12 - 17 Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,49.43876,18 - 24 Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,47.461674,25 - 49 Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,31.68136,50 - 64 Years
1628812800000,,,,,,,7-day_avg_group_cases_per_100k,22.58859,65+ Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,16.289984,<2 Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,34.000122,2 - 4 Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,34.51189,5 - 11 Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,40.745888,12 - 17 Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,50.821037,18 - 24 Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,48.88274,25 - 49 Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,33.197662,50 - 64 Years
1628726400000,,,,,,,7-day_avg_group_cases_per_100k,24.061077,65+ Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,15.747521,<2 Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,32.857903,2 - 4 Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,32.758198,5 - 11 Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,38.994465,12 - 17 Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,49.92804,18 - 24 Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,47.793957,25 - 49 Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,32.298187,50 - 64 Years
1628640000000,,,,,,,7-day_avg_group_cases_per_100k,23.431597,65+ Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,15.406934,<2 Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,31.90398,2 - 4 Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,31.419325,5 - 11 Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,37.678185,12 - 17 Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,49.44112,18 - 24 Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,47.217884,25 - 49 Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,31.772398,50 - 64 Years
1628553600000,,,,,,,7-day_avg_group_cases_per_100k,23.029915,65+ Years
1628467200000,,,,,,,7-day_avg_group_cases_per_100k,14.8793335,<2 Years
1628467200000,,,,,,,7-day_avg_group_cases_per_100k,30.473986,2 - 4 Years
1628467200000,,,,,,,7-day_avg_group_cases_per_100k,30.053835,5 - 11 Years
1628467200000,,,,,,,7-day_avg_group_cases_per_100k,36.259113,12 - 17 Years
1628467200000,,,,,,,7-day_avg_group_cases_per_100k,48.885185,18 - 24 Years
